,x,y,z,layer,region,type
0,3184.2983701921466,-1082.255833014761,-3078.179264092868,L6,S1FL,LineSource
1,3199.504370192147,-1086.066833014761,-3065.759264092868,L6,S1FL,LineSource
2,3214.7103701921465,-1089.8778330147609,-3053.339264092868,L6,S1FL,LineSource
3,3229.916370192146,-1093.689333014761,-3040.9192640928677,L6,S1FL,LineSource
4,3245.1223701921463,-1097.500833014761,-3028.4992640928676,L6,S1FL,LineSource
5,3260.3278701921463,-1101.3118330147609,-3016.0792640928676,L6,S1FL,LineSource
6,3275.5333701921463,-1105.122833014761,-3003.6592640928675,L6,S1FL,LineSource
7,3290.7393701921465,-1108.933833014761,-2991.2392640928674,L6,S1FL,LineSource
8,3305.9453701921466,-1112.7448330147608,-2978.819264092868,L6,S1FL,LineSource
9,3321.1513701921467,-1116.555833014761,-2966.3992640928677,L6,S1FL,LineSource
10,3336.3573701921464,-1120.366833014761,-2953.9792640928677,L6,S1FL,LineSource
11,3351.5633701921465,-1124.1778330147608,-2941.559264092868,L6,S1FL,LineSource
12,3366.7693701921467,-1127.988833014761,-2929.139264092868,L6,S1FL,LineSource
13,3381.9753701921463,-1131.7998330147611,-2916.719264092868,L6,S1FL,LineSource
14,3397.1813701921465,-1135.610833014761,-2904.299264092868,L6,S1FL,LineSource
15,3412.3868701921465,-1139.421833014761,-2891.8792640928677,L6,S1FL,LineSource
16,3427.5923701921465,-1143.232833014761,-2879.4592640928677,L6,S1FL,LineSource
17,3442.7983701921466,-1147.044333014761,-2867.0392640928676,L6,S1FL,LineSource
18,3458.0043701921463,-1150.855833014761,-2854.6192640928675,L6,S1FL,LineSource
19,3473.2103701921465,-1154.6668330147609,-2842.1992640928675,L6,S1FL,LineSource
20,3488.4163701921466,-1158.477833014761,-2829.779264092868,L6,S1FL,LineSource
21,3503.6223701921463,-1162.288833014761,-2817.358764092868,L6,S1FL,LineSource
22,3518.8283701921464,-1166.0998330147609,-2804.938264092868,L6,S1FL,LineSource
23,3534.0338701921464,-1169.910833014761,-2792.518264092868,L6,S1FL,LineSource
24,3549.2393701921465,-1173.721833014761,-2780.098264092868,L6,S1FL,LineSource
25,3564.4453701921466,-1177.5328330147609,-2767.6782640928677,L6,S1FL,LineSource
26,3579.6513701921467,-1181.343833014761,-2755.2582640928676,L6,S1FL,LineSource
27,3594.857370192147,-1185.155333014761,-2742.8382640928676,L6,S1FL,LineSource
28,3610.0633701921465,-1188.966833014761,-2730.4182640928675,L6,S1FL,LineSource
29,3625.2688701921466,-1192.777833014761,-2717.9982640928674,L6,S1FL,LineSource
30,3640.4743701921466,-1196.588833014761,-2705.578264092868,L6,S1FL,LineSource
31,3655.6808701921464,-1200.399833014761,-2693.1582640928677,L6,S1FL,LineSource
32,3670.8873701921466,-1204.210833014761,-2680.7382640928677,L6,S1FL,LineSource
33,3686.0928701921466,-1208.021833014761,-2668.318264092868,L6,S1FL,LineSource
34,3701.2983701921466,-1211.832833014761,-2655.898264092868,L5,S1FL,LineSource
35,3716.504370192147,-1215.643833014761,-2643.478264092868,L5,S1FL,LineSource
36,3731.7103701921465,-1219.4548330147609,-2631.058264092868,L5,S1FL,LineSource
37,3746.916370192146,-1223.266333014761,-2618.6382640928678,L5,S1FL,LineSource
38,3762.1223701921463,-1227.077833014761,-2606.2182640928677,L5,S1FL,LineSource
